id,reviews,target
9301,너무얇아요. 싼게 비지떡. 어서써버리고 전에것으로 구매해얄듯,1
9302,재질이 너무 좋아욘!!,5
9303,너무너무 만족입니다. 많이파세여,5
9304,크고 좋아요 깔끔해요,5
9305,한켤레만 보내주셨어요. ㅠㅠ. 3켤레아닌가요?,1
9306,변비엔 별도움안되네요,2
9307,덕구가 안먹어요ㅜㅜ,4
9308,상판이랑 다리는 전기드릴이 있어야 하네요. 집에 없는사람은 어쩌라는거죠.,2
9309,안장이 딱딱하고 오래타면 엉덩이가 아파서 구매했는데 푹스푹신한 느낌은 많이생겼지만 그래도 아픈건 별로 사라지지 않네요.,2
9310,밴딩있는데가 많이 없는데 여기 딱 있어서 착한 가격에 구매했어요~ 소재가 면이기한데 원하던건아니라 약간 아쉽네요,4
9311,"여름용으로 간편한 자외선 차단을 생각하고 구매했습니다만, 시야 확보에 문제가 있습니다. 너무 곡면으로 어지럽다는 느낌입니다.",2
9312,피부결이 정돈됨을 느꼈습니다,5
9313,번져요. 혹시나했는데 역시 점막용은 아닙니다.. 싼맛에 눈꼬리용으로 사용중,2
9314,붉은기가 돌아서 실망이네요,2
9315,사진이랑 인간적으로 넘 다른거 아닙니까 로즈감성 레드오렌지 느낌나서 산건데 바르니까 걍 로즈메더에 흰끼섞인색... ㅠ,2
9316,흰의자 때탈 염려도 없고 푹신해서 좋네요. 색상도 맘에 들어요~ 사이즈도 딱이네요~,5
9317,맛있어요 쫀뜩뜨끈쫀득뜨근하이 참 마싱ㅆ게먹었습니데이~~ 추천합니데이~~,5
9318,평은 좋은데 제건 상처투성이... 제것만 별론가요? 다음부턴 눈으로 보고 동네서 사야겠어요 ㅜ,2
9319,블루투스 바로 연결되고 음질도 좋아요. 망가짐 없이 계속 쓰고 싶네요.,5
9320,싼맛에 씁니다...1시간 연습했나??? 다 늘어나네요,1
9321,일단 크고 금색벗겨져서 은색 보임,1
9322,아버지 선물로 드렸는데 깔끔해서 좋아요,5
9323,이시기에 배송도 빠르고 좋은것 같아요~,5
9324,너무 허술해요 약한게 큰 단점이네요,2
9325,ㅜ 되긴되죠 억지로 살졉히면서 한번하고 절대안함 티나고 사진처럼 안되고 무엇보다 볼살많은사람이 하는건데 올리면 올릴수록 살 겹쳐요,2
9326,주말에 하려고 아직 안 뜯어봣지만 기대중입니다 ㅋㅋㅋ 배송이 빠르네요,5
9327,남편 주려고 꽃무늬 마스크 샀어요 남편이 참 좋아하네요,2
9328,상품배송상태가 불만족,1
9329,조개탕을 끄렸는데 뻘이 너무 많이 나왔어요,2
9330,팔쪽이너무작고 팔길이만기네요,2
9331,쓰던건데 여기가 젤 저렴,5
9332,원단이 안 좋아요. 세트씌우기 전에 이불됙되게 포근하고 좋았는데,1
9333,재구매 항상 잘 사용하고 있습니다~!! 오늘 또 재구매하러왔습니다 ㅎㅎ,5
9334,너무불편해도 겨드랑이도쓸려서아파요 편하지도않아요,2
9335,오래 기다렸습니다,2
9336,상품은 사용해본적이 있어서 재구매 하려 했는데 가격이 너무 착해서 구매했어요,5
9337,가격대비 만족한 제품이네요,4
9338,무조건 믿고 가는 타이탄테크.,5
9339,그냥 그래요.. 4개나 샀는데ㅠ 반품귀찮아 그냥 대충 쓰다가 바꾸려구요 ㅠ,2
9340,가성비갑 흠집없는 제품 와서 만족,5
9341,약속한 날짜에 잘 받았습니다.,4
9342,재구매 고구마가 상처가 나서 반정도는 물러 썩었네요 세번짼가 네번째구매인데 이제는 안사렵니다,2
9343,우툽보고 구매했어요~,5
9344,고소하고 맛있어요. 4인가족이 먹기에는 비싸서 쫌 부담스럽긴한데. . 맛있어서 다먹으면 또사야할듯요.,5
9345,"전에 사용하던 포켓선크림이 더 부드럽게 잘 발라지는 것 같다. 그리고 상품가격에 비해 내용물 용량이 작고, 사은품으로 병따게를 주는데 실생활에 거의 필요없는 상품을 사은품으로 줘서 실망이다..차라리 사은품 대신 가격을 낮게 측정함이..",2
9346,아주만족합니다 싱싱하고 좋아요,5
9347,물들어가니 다 떨어지네요. 괜히 샀어요,1
9348,당일발송이라더니 돈더들여 샀는데도 몇일씩이나 걸렸다. 짜증이다,1
9349,"기대이하네요 아무리 랜덤이라니만 상품온거 가격을 찾아보니 고급형으로 구매한 금액이랑 차이가 안나네요,,",2
9350,넘 중국산 저가 품질이 제대로 느껴지네요 가죽도 밀리고 스텐은 매끄럽지않고 울퉁 불퉁 골드색상도 얼룩달룩 ㅠ 이번에 완전 실망,1
9351,파손되서 욌어요 설치해두면 안보이는 쪽이라 그냥 씁니다,2
9352,아이가 별로안좋아해요. 밖에 입이랑 잘 안 맞아요.,2
9353,무거운만큼 튼튼하고 좋아요!! 거름망도 완전 촘촘하네요~,4
9354,볼트가 왼쪽꺼 저렇게 두개가 왔네요. 작아서 맞지않아요. 메인보드 구매할때 들어있던 볼트로 찾아서 맞췄네요.미리 장착할곳 볼트 사이즈 확인하고 구매하셔야 할듯 하네요,4
9355,더블하트 쓰다 갈아탔는데 좋아요~~,5
9356,싼거니 싼티나지 뭐..,1
9357,정말 너무화가납니다.물건설치후 쓰레기들다놓고갔네요?보통 다 가져가는데 다버리느라고 개고생했습니다.배달비도 비싼데 뒷처리도안하고 제대로하세요,1
9358,나이거참.,2
9359,목욕을 어려서 그런지 안하네요 돈아깝 ㅠㅠ 약간 먼지도 날려요,1
9360,여기 주인장님이 별로,1
9361,가격 정말 저렴하게 잘산거 같아요 감사합니다.,5
9362,사이즈미스 택떼고 바로입어서 반품도뭐하고 그냥 책상속에 던져놓고 안입네요.. 곧 폐기시킬듯... 사쥬가 넘 작고 걍 골반도없고 핵해골인 여성분이 입기좋겠네요...,2
9363,다이어트 할 맛이 나여 엄청 맛있어요 특히 그 알맹이가 정말 맛있네요,4
9364,도톰한 쉬폰이지만? 차르르 살짝 까슬할줄 알았는데 까슬하진 않아요. 벽지가 까슬거리는데 까슬하지 않은 커텐이 벽에 붙어요.. 이부분이 조금은 아쉽지만 전반적으로 만족합니다. 4/27 주문 후 5/6 수취하였어요. 서비스로 주신 볼도 잘쓸게요.,4
9365,신선하게 배송해 주셔서 감사합니다. ^^,5
9366,분무기 제초작업용으로산건데 위에 구리스있는데서 계속 바람소리가나네요.꽉잠갔는데도 어디선가 바람이세는모양입니다.가격만큼 딱 그정도네요,4
9367,촉감이 시원해요.,5
9368,재구매 맛있게 먹는 간식 겸 반찬 이네요 아가도 잘 먹어요~,5
9369,색깔이 매우 이뻐요. 형광그린은 색비침이 조금 있어요. 민트는 아직 안입어봤는데 둘다 잘입을게요,4
9370,"유튜브에서 보고 구매해봤는데, 저한테 안맞나봐요 ㅠ 피부가 예민해서 그런지 바로 피부에 반응이 올라오네요..",1
9371,수저놓는 부분이 하루만에 부서졌어요ㅜ 튼튼하지 못하네요~ 디자인은 예쁩니다~,2
9372,설치도 잘했고 티비도 너무 잘 나옵니다.,5
9373,스킨처럼 쓰고있어요. 좋아요.,5
9374,"처음 주문했을때와는 너무 다르게...포장도 신선도도 떨어지네요. 부모님 건강 챙겨드리려고 세배 양을 늘려서 믿고 주문했는데 실망감만 들고, 다음부터는 다시이용하고 싶지 않아요.",2
9375,별하나도 아깝네요..이런 쓰레기를..이가격에 팔다니..사은품보다 못한제품,1
9376,별로예요 ㅡㅡ 처음에 산거는 좋은걸로 보내주시더니 두번째는 완전 익지도 않은 호박을 보내줘서 먹지도 못하고 다 버렸습니다 ㅡㅡ,2
9377,부모님께서 좋아하시네요.. 가볍고 예쁘다고요~,5
9378,만족해요 싸게 잘 산듯,5
9379,배송은 몇일 걸려서 받았지만 물품상태는 좋아 보입니다. 곧 태어날 아가한테 빨리 사용해보고 싶네요^^,5
9380,넘 이뻐요!! 라디오 인줄 ㅋㅋㅋ 맘에 듭니다,5
9381,둘다 리모컨으로 살껄그랬어요,2
9382,그냥 그런것같아요~,2
9383,50센치는 좀 짧아요 고정해서 쓰는 거 아니면 긴 거 사세여,5
9384,파란색 피지오겔보다 왜 더 묽은거죠...,1
9385,안전베송 받았습니다~ 이뻐요~~,5
9386,물건이나 설치해주시는 기사님은 친절하십니다 근데 다만 배송이 엉망입니다. 배송이 늦는건 알겠는데 일정을 알려주지고않고 마냥 기다리게 하는건 좀 아니지 않나 싶습니다.,2
9387,화면으로봣던거랑 완전다른느낌..,2
9388,향이 좋아요 효과기대해요,5
9389,프레임만좀튼실하기만했으면 했는데...폼도 있으나마나 싼데는 이유가있는듯,2
9390,빠른 배송에 일괄적 디자인ㅎ 뒷면 크로스빔이 사이즈가 안맞아 설치를 못했는데 가성비따진다면ㅎ,5
9391,재구매 길냥이사료에 100점 만점! 항상감사합니당,5
9392,"길이, 재질 다 좋았습니다.",4
9393,다용도실에 두려고 구입했는데 만족스럽네요~~ 밥솥과 에어프라이기등 자주쓰는 가전 올려두기도 좋구요~,4
9394,간편하게 펴기 좋네요. 접는건 좀 애먹었지만 ㅎㅎ,5
9395,정말 맛 없어요. 익지도 않은걸 말려서 꾸역꾸역 먹었네요,2
9396,사진과 달라요,2
9397,밸로인거 같습니다..,2
9398,작고 겨드랑이부분이 낍니다,2
9399,커브엿음 넘좋았겟어요ㅜㅜ이뻐용,2
9400,양말 자체는 소재 좋고 질 좋은데 허벅지 부분이 너무 작게 나와서 살이 볼록해져서 그렇게 이쁘지는 않아요,2
9401,친구들이 너무이쁘다며 링크걸어갔어요 침대옆에 작은거하나놓고 싶었는데 딱 맘에 들어요,5
9402,재구매 배송 빠르고 불량품 없어서 좋아요,5
9403,좌우로 너무 흔들 거려요,2
9404,좋습니다~ 남편이 좋다고 하네요 맘에 듭니다 오늘 낚시하러 갔습니다 빠른 배송 감사합니다 괜찮습니다~^^,4
9405,만족합니다ㅎㅎ잘가려주네요,5
9406,손잡이가 잘 뜯어져서 아쉬워요.,2
9407,접촉 불량이 있네요 뽑기 실패,2
9408,좋아여 너무 편하거 좋아요!! 휴지처럼 뽑아쓰는 거라닠ㅋㅋ획기적이고 좋아여 추천할게요!! 또시킬게여,5
9409,뻗뻑해서 흡수력이 안좋아요,2
9410,편해요 굿굿!! 다음에 다른 색상이랑 종류도 살꺼에요,5
9411,재구매 총알배송에 포장이 튼튼합니다.,5
9412,좋아요 마음에 딱 드는 볼 터치를 그동안 못찾았었는데 너무 맘에들어요 셰도우대신에 사용해도 예쁘네요,4
9413,좋음 저희 친정엄마가 아기 업어준다고 삼 편하다고 좋아하심 애기도 안불편해하고 괜찬음 보는거와 똑같음,4
9414,조작 감도 별로구 전체적으로 별로,1
9415,가격대비 적당 좋은 상품 가성비 좋게 많이 만들어요,2
9416,배송 매우 빨랐고 제품도 마음에 들어요~^^,5
9417,색감이 만족스러워요,5
9418,생각보다 별로네요...,1
9419,아직 설치 전이지만 만에 듭니다,4
9420,블라인드와 빔프로젝트 겸용으로 저렴한 가격에 구매했습니다.,4
9421,"맛유에서 구매한 것 중에 유일하게 불만족스러워요. ㅠㅠ 일단 칠이 벌써 벗겨졌고, 직선은 사용하기에 불편감이 있어요. ㅎㅎ 미세한 차이인데도 다르네요 참고하심 될거 같아요~",2
9422,항상 쓰는 거라서 주문합니다~빠른 배송 감사합니다.,5
9423,7세 아이들이 쓸정도의 길이가 아닙니다.,2
9424,제품도 좋고 배송도 잘 되었습니다,5
9425,좋아요~~ 역시 그늘!! 막는건 파라솔이죠~!! 파라솔 치고 앉아서 아이스 아메리카노 한잔 쭈우욱~~!! ㅋㅋㅋ,5
9426,묶음배송도 안되어 가성비가 많이 안좋넹‥,2
9427,색도 예쁘고 깔끔하게 수세미를 쓸 수 있어 기대됩니다,5
9428,가나다라마바사아차차,1
9429,입을 수 없는 브라에요.... 어깨끈이 겨드랑이에 있네요 그래도 입어보려고 했는데 계속 말리고 조절이 안되서 아파요,1
9430,이쁘네요 촬영용으로 샀는데.평소에도 받쳐입기좋을거같아오,5
9431,"촉촉한데, 굳히기도 오래걸리고 전 트러블 나요,,",2
9432,4개나주문했는데 기능쪽에는 별로인듯요,1
9433,파란색이 불량인지.. 아예 물처럼 나와서 물에 넣으면 퍼지네요. 파란색만 아예 사용 못 했습니다...그래도 그냥 저렴한 가격에 정말 잠깐 놀아주기 좋은 거 같아요.,1
9434,그림 예뻐요~,5
9435,일본제품이라 사용못할듯,1
9436,붙이다가 실패실패해서 그냥 필름없이쓰고있어요 지문자국도 많이남음,2
9437,재구매 맛이 너무 떨어지네요 이전거에 비해서 질기고 맛도 잘 안벴어요,2
9438,"물건은 괜찮은데, 냄새 너무 심해요. 머리 아파요.",2
9439,야옹이 너무 귀여워요ㅠ 재질도 좋아용,5
9440,"몇년전에 구매해서 끼고 있었는데, 끊어지는 바람에. ㅜ 있다 없으니 너무 허전해서 다시 구매했습니다. 이번에는 색상이 다른 2개를 주문했어요~ 역시 맘에 듭니다.",5
9441,촉촉하고 부드러워 너무 좋습니다 ^^,5
9442,검은색이 쉽게 벗겨집니다. 드라이버로 조이면 그 자리가 쉽게 벗겨지네요,2
9443,"배송도 늦고 두군데나 찌그러져서 왔네요,, 손잡이도 검정색이여서 샀는데 파란색이고 1200원 왜 추가했는지,, 교환 귀찮아서 그냥 쓰겠습니다",1
9444,"한개는 사용했고, 한개는 적용되는 기종임에도 안되서 못썼어요..",2
9445,처음에 잘 안되서 당황했는데 몇번해보니 잘 되네요 잘썼어요,5
9446,친절한 사장님 신속한 응대 감사했습니다~실물고 너무나 만족 아이도 좋아해요~^^,5
9447,개약함.. 중간에 고정도안됨 비슷한제품 집에있는거랑 가격은더비싸고 품질은 완전 썩음 반품하고싶은데 택배비아까워서 걍 씀,1
9448,포장이랑 시계가 너무너무 이뻐요,5
9449,역시나이키 오프라인에는 사이즈가 다 없어서 구매했는데역시 좋네요 사이즈는 한사이즈 업! 딱입니다 남자인 저는살짝찡기는 느낌이 있지만 그래도 이쁘네요 심플하고 강추!,5
9450,색상이 화면과 많이 다르네요 교환 귀찮아서 걍 씁니다,2
9451,뽁뽁이 붙일려고 샀는데 접착력 하나도 없음,1
9452,맛있어요 양념이 더 맛있다고들 하시는데 전 간장이 훨씬 맛있더라고요 양은 많진 않은데 두식구 두세번 먹기엔 충분해요 생김하고 먹으니 꿀맛ㅋㅋ,5
9453,재구매 맛이 이상해서 보니까 용기바닥에 검정물이 있던데 이게 뭘까요? 못먹고 다 버렸네요,1
9454,구멍난것을 배송을 해주신건지 발가락이아닌 발바닥에 구멍이 나있네요,2
9455,제본보다 더 싼 가격으로 살 수 있어서 좋아요!!,5
9456,매트매트매트매트해요,2
9457,좋아요~ 얼음트레이 좋아요 뚜껑이 있어서 위생적이기도 하고요 실리콘이라 트레이 자체가 깨질 일도 없고 얼음 빼기 도 편해요 ^^&,5
9458,받자마자 부서졌어요,2
9459,단추가 떨어진채로 옷이왔어요,2
9460,써보니..좀 크네요. 건전지가 들어가니가 홀딩이 안되고 점점 내려가요.,1
9461,효과없어요 먹고괜히 잠도안오는느낌임,1
9462,배송빨라서 좋고 밝아요~~,5
9463,설치하기가 간편해서 좋아요. 앉았을 때 매우 편안해요.,5
9464,대봉투 두께가 조금 얇아서 아쉽네요. 두꺼운걸로 선택했는데도 좀 얇은감이 있어요,4
